movie_id,movie_name,date,url,class
215,Field of Dreams (1989),1-Jan-89,https://www.imdb.com//title/tt0097351/?ref_=fn_al_tt_1,Drama
216,When Harry Met Sally... (1989),1-Jan-89,https://www.imdb.com//title/tt0098635/?ref_=fn_al_tt_1,Comedy|Romance
217,Bram Stoker's Dracula (1992),1-Jan-92,https://www.imdb.com//title/tt0103874/?ref_=fn_al_tt_1,Horror|Romance
218,Cape Fear (1991),1-Jan-91,https://www.imdb.com//title/tt0101540/?ref_=fn_al_tt_1,Thriller
219,"Nightmare on Elm Street, A (1984)",1-Jan-84,https://www.imdb.com//title/tt0087800/?ref_=fn_al_tt_1,Horror
220,"Mirror Has Two Faces, The (1996)",15-Nov-96,https://www.imdb.com//title/tt0117057/?ref_=fn_al_tt_1,Comedy|Romance
221,Breaking the Waves (1996),15-Nov-96,https://www.imdb.com//title/tt0115751/?ref_=fn_al_tt_1,Drama
222,Star Trek: First Contact (1996),22-Nov-96,https://www.imdb.com//title/tt0117731/?ref_=fn_al_tt_1,Action|Adventure|Sci-Fi
223,Sling Blade (1996),22-Nov-96,https://www.imdb.com//title/tt0117666/?ref_=fn_al_tt_1,Drama|Thriller
224,Ridicule (1996),27-Nov-96,https://www.imdb.com//title/tt0117477/?ref_=fn_al_tt_1,Drama
225,101 Dalmatians (1996),27-Nov-96,https://www.imdb.com//title/tt0115433/?ref_=fn_al_tt_1,Children's|Comedy
226,Die Hard 2 (1990),1-Jan-90,https://www.imdb.com//title/tt0099423/?ref_=fn_al_tt_1,Action|Thriller
227,Star Trek VI: The Undiscovered Country (1991),1-Jan-91,https://www.imdb.com//title/tt0102975/?ref_=fn_al_tt_1,Action|Adventure|Sci-Fi
228,Star Trek: The Wrath of Khan (1982),1-Jan-82,https://www.imdb.com//title/tt0084726/?ref_=fn_al_tt_1,Action|Adventure|Sci-Fi
229,Star Trek III: The Search for Spock (1984),1-Jan-84,https://www.imdb.com//title/tt0088170/?ref_=fn_al_tt_1,Action|Adventure|Sci-Fi
230,Star Trek IV: The Voyage Home (1986),1-Jan-86,https://www.imdb.com//title/tt0092007/?ref_=fn_al_tt_1,Action|Adventure|Sci-Fi
231,Batman Returns (1992),1-Jan-92,https://www.imdb.com//title/tt0103776/?ref_=fn_al_tt_1,Action|Adventure|Comedy|Crime
232,Young Guns (1988),1-Jan-88,https://www.imdb.com//title/tt0096487/?ref_=fn_al_tt_1,Action|Comedy
233,Under Siege (1992),1-Jan-92,https://www.imdb.com//title/tt0105690/?ref_=fn_al_tt_1,Action
234,Jaws (1975),1-Jan-75,https://www.imdb.com//title/tt0073195/?ref_=fn_al_tt_1,Action|Horror
235,Mars Attacks! (1996),13-Dec-96,https://www.imdb.com//title/tt0116996/?ref_=fn_al_tt_1,Action|Comedy|Sci-Fi|War
236,Citizen Ruth (1996),13-Dec-96,https://www.imdb.com//title/tt0115906/?ref_=fn_al_tt_1,Comedy|Drama
237,Jerry Maguire (1996),13-Dec-96,https://www.imdb.com//title/tt0116695/?ref_=fn_al_tt_1,Drama|Romance
238,Raising Arizona (1987),1-Jan-87,https://www.imdb.com//title/tt0093822/?ref_=fn_al_tt_1,Comedy
239,Sneakers (1992),1-Jan-92,https://www.imdb.com//title/tt0105435/?ref_=fn_al_tt_1,Crime|Drama|Sci-Fi
240,Beavis and Butt-head Do America (1996),20-Dec-96,https://www.imdb.com//title/tt0115641/?ref_=fn_al_tt_1,Animation|Comedy
241,"Last of the Mohicans, The (1992)",1-Jan-92,https://www.imdb.com//title/tt0104691/?ref_=fn_al_tt_1,Action|Romance|War
242,Kolya (1996),24-Jan-97,https://www.imdb.com//title/tt0116790/?ref_=fn_al_tt_1,Comedy
243,Jungle2Jungle (1997),7-Mar-97,https://www.imdb.com//title/tt0119432/?ref_=fn_al_tt_1,Children's|Comedy
244,Smilla's Sense of Snow (1997),14-Mar-97,https://www.imdb.com//title/tt0120152/?ref_=fn_al_tt_1,Action|Drama|Thriller
245,"Devil's Own, The (1997)",26-Mar-97,https://www.imdb.com//title/tt0118972/?ref_=fn_al_tt_1,Action|Drama|Thriller|War
246,Chasing Amy (1997),1-Jan-97,https://www.imdb.com//title/tt0118842/?ref_=fn_al_tt_1,Drama|Romance
247,Turbo: A Power Rangers Movie (1997),28-Mar-97,https://www.imdb.com//title/tt0120389/?ref_=fn_al_tt_1,Action|Adventure|Children's
248,Grosse Pointe Blank (1997),11-Apr-97,https://www.imdb.com//title/tt0119229/?ref_=fn_al_tt_1,Comedy|Crime
249,Austin Powers: International Man of Mystery (1997),2-May-97,https://www.imdb.com//title/tt0118655/?ref_=fn_al_tt_1,Comedy
250,"Fifth Element, The (1997)",9-May-97,https://www.imdb.com//title/tt0119116/?ref_=fn_al_tt_1,Action|Sci-Fi
251,Shall We Dance? (1996),11-Jul-97,https://www.imdb.com//title/tt0117615/?ref_=fn_al_tt_1,Comedy
252,"Lost World: Jurassic Park, The (1997)",23-May-97,https://www.imdb.com//title/tt0119567/?ref_=fn_al_tt_1,Action|Adventure|Sci-Fi|Thriller
253,"Pillow Book, The (1995)",13-Jun-97,https://www.imdb.com//title/tt0114134/?ref_=fn_al_tt_1,Drama|Romance
254,Batman & Robin (1997),20-Jun-97,https://www.imdb.com//name/nm0396867/?ref_=fn_al_nm_1,Action|Adventure|Crime
255,My Best Friend's Wedding (1997),20-Jun-97,https://www.imdb.com//title/tt0119738/?ref_=fn_al_tt_1,Comedy|Romance
256,When the Cats Away (Chacun cherche son chat) (1996),20-Jun-97,#,Comedy|Romance
257,Men in Black (1997),4-Jul-97,https://www.imdb.com//title/tt0119654/?ref_=fn_al_tt_1,Action|Adventure|Comedy|Sci-Fi
258,Contact (1997),11-Jul-97,https://www.imdb.com//title/tt0118884/?ref_=fn_al_tt_1,Drama|Sci-Fi
259,George of the Jungle (1997),1-Jan-97,https://www.imdb.com//title/tt0119190/?ref_=fn_al_tt_1,Children's|Comedy
260,Event Horizon (1997),1-Jan-97,https://www.imdb.com//title/tt0119081/?ref_=fn_al_tt_1,Action|Mystery|Sci-Fi|Thriller
261,Air Bud (1997),1-Aug-97,https://www.imdb.com//title/tt0118570/?ref_=fn_al_tt_1,Children's|Comedy
262,In the Company of Men (1997),1-Aug-97,https://www.imdb.com//title/tt0119361/?ref_=fn_al_tt_1,Drama
263,Steel (1997),15-Aug-97,https://www.imdb.com//title/tt0120207/?ref_=fn_al_tt_1,Action
264,Mimic (1997),22-Aug-97,https://www.imdb.com//title/tt0119675/?ref_=fn_al_tt_1,Sci-Fi|Thriller
265,"Hunt for Red October, The (1990)",1-Jan-90,https://www.imdb.com//title/tt0099810/?ref_=fn_al_tt_1,Action|Thriller
266,Kull the Conqueror (1997),29-Aug-97,https://www.imdb.com//title/tt0119484/?ref_=fn_al_tt_1,Action|Adventure
267,unknown,,https://www.imdb.com//title/tt1401152/?ref_=fn_al_tt_1,unknown
268,Chasing Amy (1997),1-Jan-97,https://www.imdb.com//title/tt0118842/?ref_=fn_al_tt_1,Drama|Romance
269,"Full Monty, The (1997)",1-Jan-97,https://www.imdb.com//title/tt0119164/?ref_=fn_al_tt_1,Comedy
270,Gattaca (1997),1-Jan-97,https://www.imdb.com//title/tt0119177/?ref_=fn_al_tt_1,Drama|Sci-Fi|Thriller
271,Starship Troopers (1997),1-Jan-97,https://www.imdb.com//title/tt0120201/?ref_=fn_al_tt_1,Action|Adventure|Sci-Fi|War
272,Good Will Hunting (1997),1-Jan-97,https://www.imdb.com//title/tt0119217/?ref_=fn_al_tt_1,Drama
273,Heat (1995),1-Jan-95,https://www.imdb.com//title/tt0113277/?ref_=fn_al_tt_1,Action|Crime|Thriller
274,Sabrina (1995),1-Jan-95,https://www.imdb.com//title/tt0114319/?ref_=fn_al_tt_1,Comedy|Romance
275,Sense and Sensibility (1995),1-Jan-95,https://www.imdb.com//title/tt0114388/?ref_=fn_al_tt_1,Drama|Romance
276,Leaving Las Vegas (1995),1-Jan-95,https://www.imdb.com//title/tt0113627/?ref_=fn_al_tt_1,Drama|Romance
277,Restoration (1995),1-Jan-95,https://www.imdb.com//title/tt0114272/?ref_=fn_al_tt_1,Drama
278,Bed of Roses (1996),1-Jan-96,https://www.imdb.com//title/tt0115644/?ref_=fn_al_tt_1,Drama|Romance
279,Once Upon a Time... When We Were Colored (1995),1-Jan-95,https://www.imdb.com//title/tt0114039/?ref_=fn_al_tt_1,Drama
280,Up Close and Personal (1996),1-Mar-96,https://www.imdb.com//title/tt0118055/?ref_=fn_al_tt_1,Drama|Romance
281,"River Wild, The (1994)",1-Jan-94,https://www.imdb.com//title/tt0110997/?ref_=fn_al_tt_1,Action|Thriller
282,"Time to Kill, A (1996)",13-Jul-96,https://www.imdb.com//title/tt0117913/?ref_=fn_al_tt_1,Drama
283,Emma (1996),2-Aug-96,https://www.imdb.com//title/tt0116191/?ref_=fn_al_tt_1,Drama|Romance
284,Tin Cup (1996),16-Aug-96,https://www.imdb.com//title/tt0117918/?ref_=fn_al_tt_1,Comedy|Romance
285,Secrets & Lies (1996),4-Oct-96,https://www.imdb.com//title/tt10329642/?ref_=fn_al_tt_1,Drama
286,"English Patient, The (1996)",15-Nov-96,https://www.imdb.com//title/tt0116209/?ref_=fn_al_tt_1,Drama|Romance|War
287,Marvin's Room (1996),18-Dec-96,https://www.imdb.com//title/tt0116999/?ref_=fn_al_tt_1,Drama
288,Scream (1996),20-Dec-96,https://www.imdb.com//title/tt0117571/?ref_=fn_al_tt_1,Horror|Thriller
289,Evita (1996),25-Dec-96,https://www.imdb.com//title/tt0116250/?ref_=fn_al_tt_1,Drama|Musical
290,Fierce Creatures (1997),10-Jan-97,https://www.imdb.com//title/tt0119115/?ref_=fn_al_tt_1,Comedy
291,Absolute Power (1997),14-Feb-97,https://www.imdb.com//title/tt0118548/?ref_=fn_al_tt_1,Mystery|Thriller
292,Rosewood (1997),21-Feb-97,https://www.imdb.com//title/tt0120036/?ref_=fn_al_tt_1,Drama
293,Donnie Brasco (1997),28-Feb-97,https://www.imdb.com//title/tt0119008/?ref_=fn_al_tt_1,Crime|Drama
294,Liar Liar (1997),21-Mar-97,https://www.imdb.com//title/tt0119528/?ref_=fn_al_tt_1,Comedy
295,Breakdown (1997),2-May-97,https://www.imdb.com//title/tt0118771/?ref_=fn_al_tt_1,Action|Thriller
296,"Promesse, La (1996)",16-May-97,https://www.imdb.com//title/tt0117398/?ref_=fn_al_tt_1,Drama
297,Ulee's Gold (1997),1-Jan-97,https://www.imdb.com//title/tt0120402/?ref_=fn_al_tt_1,Drama
298,Face/Off (1997),27-Jun-97,https://www.imdb.com//title/tt0119094/?ref_=fn_al_tt_1,Action|Sci-Fi|Thriller
299,Hoodlum (1997),22-Aug-97,https://www.imdb.com//title/tt0119311/?ref_=fn_al_tt_1,Crime|Drama|Film-Noir
300,Air Force One (1997),1-Jan-97,https://www.imdb.com//title/tt0118571/?ref_=fn_al_tt_1,Action|Thriller
301,In & Out (1997),19-Sep-97,https://www.imdb.com//name/nm6857187/?ref_=fn_al_nm_1,Comedy
302,L.A. Confidential (1997),1-Jan-97,https://www.imdb.com//title/tt0119488/?ref_=fn_al_tt_1,Crime|Film-Noir|Mystery|Thriller
303,Ulee's Gold (1997),1-Jan-97,https://www.imdb.com//title/tt0120402/?ref_=fn_al_tt_1,Drama
304,Fly Away Home (1996),13-Sep-96,https://www.imdb.com//title/tt0116329/?ref_=fn_al_tt_1,Adventure|Children's
305,"Ice Storm, The (1997)",1-Jan-97,https://www.imdb.com//title/tt0119349/?ref_=fn_al_tt_1,Drama
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",1-Jan-97,https://www.imdb.com//title/tt0119280/?ref_=fn_al_tt_1,Drama|Romance
307,"Devil's Advocate, The (1997)",1-Jan-97,https://www.imdb.com//title/tt0118971/?ref_=fn_al_tt_1,Crime|Horror|Mystery|Thriller
308,FairyTale: A True Story (1997),1-Jan-97,https://www.imdb.com//title/tt0119095/?ref_=fn_al_tt_1,Children's|Drama|Fantasy
309,Deceiver (1997),1-Jan-97,https://www.imdb.com//title/tt0119527/?ref_=fn_al_tt_1,Crime
310,"Rainmaker, The (1997)",1-Jan-97,https://www.imdb.com//title/tt0119978/?ref_=fn_al_tt_1,Drama
311,"Wings of the Dove, The (1997)",1-Jan-97,https://www.imdb.com//title/tt0120520/?ref_=fn_al_tt_1,Drama|Romance|Thriller
312,Midnight in the Garden of Good and Evil (1997),1-Jan-97,https://www.imdb.com//title/tt0119668/?ref_=fn_al_tt_1,Comedy|Crime|Drama|Mystery
313,Titanic (1997),1-Jan-97,https://www.imdb.com//title/tt0120338/?ref_=fn_al_tt_1,Action|Drama|Romance
314,3 Ninjas: High Noon At Mega Mountain (1998),1-Jan-97,https://www.imdb.com//title/tt0118539/?ref_=fn_al_tt_1,Action|Children's
315,Apt Pupil (1998),23-Oct-98,https://www.imdb.com//title/tt0118636/?ref_=fn_al_tt_1,Drama|Thriller
316,As Good As It Gets (1997),23-Dec-97,https://www.imdb.com//title/tt0119822/?ref_=fn_al_tt_1,Comedy|Drama
317,In the Name of the Father (1993),1-Jan-93,https://www.imdb.com//title/tt0107207/?ref_=fn_al_tt_1,Drama
318,Schindler's List (1993),1-Jan-93,https://www.imdb.com//title/tt0108052/?ref_=fn_al_tt_1,Drama|War
319,Everyone Says I Love You (1996),6-Dec-96,https://www.imdb.com//title/tt0116242/?ref_=fn_al_tt_1,Comedy|Musical|Romance
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),6-Dec-96,https://www.imdb.com//title/tt0117293/?ref_=fn_al_tt_1,Documentary
321,Mother (1996),25-Dec-96,https://www.imdb.com//title/tt0117091/?ref_=fn_al_tt_1,Comedy
322,Murder at 1600 (1997),18-Apr-97,https://www.imdb.com//title/tt0119731/?ref_=fn_al_tt_1,Mystery|Thriller
323,Dante's Peak (1997),7-Feb-97,https://www.imdb.com//title/tt0118928/?ref_=fn_al_tt_1,Action|Thriller
324,Lost Highway (1997),21-Feb-97,https://www.imdb.com//title/tt0116922/?ref_=fn_al_tt_1,Mystery
325,Crash (1996),21-Mar-97,https://www.imdb.com//title/tt0115964/?ref_=fn_al_tt_1,Drama|Thriller
326,G.I. Jane (1997),1-Jan-97,https://www.imdb.com//title/tt0119173/?ref_=fn_al_tt_1,Action|Drama|War
327,Cop Land (1997),1-Jan-97,https://www.imdb.com//title/tt0118887/?ref_=fn_al_tt_1,Crime|Drama|Mystery
328,Conspiracy Theory (1997),8-Aug-97,https://www.imdb.com//title/tt0118883/?ref_=fn_al_tt_1,Action|Mystery|Romance|Thriller
329,Desperate Measures (1998),30-Jan-98,https://www.imdb.com//title/tt0118966/?ref_=fn_al_tt_1,Crime|Drama|Thriller
330,187 (1997),1-Jan-97,https://www.imdb.com//title/tt0118531/?ref_=fn_al_tt_1,Drama
331,"Edge, The (1997)",26-Sep-97,https://www.imdb.com//title/tt0119051/?ref_=fn_al_tt_1,Adventure|Thriller
332,Kiss the Girls (1997),1-Jan-97,https://www.imdb.com//title/tt0119468/?ref_=fn_al_tt_1,Crime|Drama|Thriller
333,"Game, The (1997)",1-Jan-97,https://www.imdb.com//title/tt0119174/?ref_=fn_al_tt_1,Mystery|Thriller
334,U Turn (1997),1-Jan-97,https://www.imdb.com//title/tt0120399/?ref_=fn_al_tt_1,Action|Crime|Mystery
335,How to Be a Player (1997),1-Jan-97,https://www.imdb.com//title/tt0119326/?ref_=fn_al_tt_1,Comedy
336,Playing God (1997),1-Jan-97,https://www.imdb.com//title/tt0119906/?ref_=fn_al_tt_1,Crime|Thriller
337,"House of Yes, The (1997)",1-Jan-97,https://www.imdb.com//title/tt0119324/?ref_=fn_al_tt_1,Comedy|Drama|Thriller
338,Bean (1997),1-Jan-97,https://www.imdb.com//title/tt0118689/?ref_=fn_al_tt_1,Comedy
339,Mad City (1997),1-Jan-97,https://www.imdb.com//title/tt0119592/?ref_=fn_al_tt_1,Action|Drama
340,Boogie Nights (1997),1-Jan-97,https://www.imdb.com//title/tt0118749/?ref_=fn_al_tt_1,Drama
341,Critical Care (1997),1-Jan-97,https://www.imdb.com//title/tt0118901/?ref_=fn_al_tt_1,Comedy
342,"Man Who Knew Too Little, The (1997)",1-Jan-97,https://www.imdb.com//title/tt0120483/?ref_=fn_al_tt_1,Comedy|Mystery
343,Alien: Resurrection (1997),1-Jan-97,https://www.imdb.com//title/tt0118583/?ref_=fn_al_tt_1,Action|Horror|Sci-Fi
344,"Apostle, The (1997)",18-Dec-97,https://www.imdb.com//title/tt0118632/?ref_=fn_al_tt_1,Drama
345,Deconstructing Harry (1997),1-Jan-97,https://www.imdb.com//title/tt0118954/?ref_=fn_al_tt_1,Comedy|Drama
346,Jackie Brown (1997),1-Jan-97,https://www.imdb.com//title/tt0119396/?ref_=fn_al_tt_1,Crime|Drama
347,Wag the Dog (1997),9-Jan-98,https://www.imdb.com//title/tt0120885/?ref_=fn_al_tt_1,Comedy|Drama
348,Desperate Measures (1998),30-Jan-98,https://www.imdb.com//title/tt0118966/?ref_=fn_al_tt_1,Crime|Drama|Thriller
349,Hard Rain (1998),16-Jan-98,https://www.imdb.com//title/tt0120696/?ref_=fn_al_tt_1,Action|Thriller
350,Fallen (1998),16-Jan-98,https://www.imdb.com//title/tt0119099/?ref_=fn_al_tt_1,Action|Mystery|Thriller
351,"Prophecy II, The (1998)",16-Jan-98,https://www.imdb.com//title/tt0118643/?ref_=fn_al_tt_1,Horror
352,Spice World (1997),1-Jan-97,https://www.imdb.com//title/tt0120185/?ref_=fn_al_tt_1,Comedy|Musical
353,Deep Rising (1998),30-Jan-98,https://www.imdb.com//title/tt0118956/?ref_=fn_al_tt_1,Action|Horror|Sci-Fi
354,"Wedding Singer, The (1998)",13-Feb-98,https://www.imdb.com//title/tt0120888/?ref_=fn_al_tt_1,Comedy|Romance
355,Sphere (1998),13-Feb-98,https://www.imdb.com//title/tt0120184/?ref_=fn_al_tt_1,Adventure|Sci-Fi|Thriller
356,"Client, The (1994)",1-Jan-94,https://www.imdb.com//title/tt0109446/?ref_=fn_al_tt_1,Drama|Mystery|Thriller
357,One Flew Over the Cuckoo's Nest (1975),1-Jan-75,https://www.imdb.com//title/tt0073486/?ref_=fn_al_tt_1,Drama
358,Spawn (1997),1-Aug-97,https://www.imdb.com//title/tt0120177/?ref_=fn_al_tt_1,Action|Adventure|Sci-Fi|Thriller
359,"Assignment, The (1997)",1-Jan-97,https://www.imdb.com//title/tt0118647/?ref_=fn_al_tt_1,Thriller
360,Wonderland (1997),1-Jan-97,https://www.imdb.com//title/tt0120529/?ref_=fn_al_tt_1,Documentary
361,Incognito (1997),1-Jan-97,https://www.imdb.com//title/tt0119365/?ref_=fn_al_tt_1,Crime|Thriller
362,Blues Brothers 2000 (1998),6-Feb-98,https://www.imdb.com//title/tt0118747/?ref_=fn_al_tt_1,Action|Comedy|Musical
363,Sudden Death (1995),1-Jan-95,https://www.imdb.com//title/tt0114576/?ref_=fn_al_tt_1,Action
364,Ace Ventura: When Nature Calls (1995),1-Jan-95,https://www.imdb.com//title/tt0112281/?ref_=fn_al_tt_1,Comedy
365,Powder (1995),1-Jan-95,https://www.imdb.com//title/tt0114168/?ref_=fn_al_tt_1,Drama
366,Dangerous Minds (1995),1-Jan-95,https://www.imdb.com//title/tt0112792/?ref_=fn_al_tt_1,Drama
367,Clueless (1995),1-Jan-95,https://www.imdb.com//title/tt0112697/?ref_=fn_al_tt_1,Comedy
368,Bio-Dome (1996),1-Jan-96,https://www.imdb.com//title/tt0115683/?ref_=fn_al_tt_1,Comedy
369,Black Sheep (1996),2-Feb-96,https://www.imdb.com//title/tt0115697/?ref_=fn_al_tt_1,Comedy
370,Mary Reilly (1996),23-Feb-96,https://www.imdb.com//title/tt0117002/?ref_=fn_al_tt_1,Drama|Thriller
371,"Bridges of Madison County, The (1995)",9-Feb-96,https://www.imdb.com//title/tt0112579/?ref_=fn_al_tt_1,Drama|Romance
372,Jeffrey (1995),1-Jan-95,https://www.imdb.com//title/tt0113464/?ref_=fn_al_tt_1,Comedy
373,Judge Dredd (1995),1-Jan-95,https://www.imdb.com//title/tt0113492/?ref_=fn_al_tt_1,Action|Adventure|Sci-Fi
374,Mighty Morphin Power Rangers: The Movie (1995),1-Jan-95,https://www.imdb.com//title/tt0113820/?ref_=fn_al_tt_1,Action|Children's
375,Showgirls (1995),1-Jan-95,https://www.imdb.com//title/tt0114436/?ref_=fn_al_tt_1,Drama
376,Houseguest (1994),1-Jan-94,https://www.imdb.com//title/tt0110066/?ref_=fn_al_tt_1,Comedy
377,Heavyweights (1994),1-Jan-94,https://www.imdb.com//title/tt0110006/?ref_=fn_al_tt_1,Children's|Comedy
378,Miracle on 34th Street (1994),1-Jan-94,https://www.imdb.com//title/tt0110527/?ref_=fn_al_tt_1,Drama
379,Tales From the Crypt Presents: Demon Knight (1995),1-Jan-95,https://www.imdb.com//title/tt0114608/?ref_=fn_al_tt_1,Horror
380,Star Trek: Generations (1994),1-Jan-94,https://www.imdb.com//title/tt0111280/?ref_=fn_al_tt_1,Action|Adventure|Sci-Fi
381,Muriel's Wedding (1994),1-Jan-94,https://www.imdb.com//title/tt0110598/?ref_=fn_al_tt_1,Comedy|Romance
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",1-Jan-94,https://www.imdb.com//title/tt0109045/?ref_=fn_al_tt_1,Comedy|Drama
383,"Flintstones, The (1994)",1-Jan-94,https://www.imdb.com//title/tt0109813/?ref_=fn_al_tt_1,Children's|Comedy
384,Naked Gun 33 1/3: The Final Insult (1994),1-Jan-94,https://www.imdb.com//title/tt0110622/?ref_=fn_al_tt_1,Comedy
385,True Lies (1994),1-Jan-94,https://www.imdb.com//title/tt0111503/?ref_=fn_al_tt_1,Action|Adventure|Comedy|Romance
386,Addams Family Values (1993),1-Jan-93,https://www.imdb.com//title/tt0106220/?ref_=fn_al_tt_1,Comedy
387,"Age of Innocence, The (1993)",1-Jan-93,https://www.imdb.com//title/tt0106226/?ref_=fn_al_tt_1,Drama
388,Beverly Hills Cop III (1994),1-Jan-94,https://www.imdb.com//title/tt0109254/?ref_=fn_al_tt_1,Action|Comedy
389,Black Beauty (1994),1-Jan-94,https://www.imdb.com//title/tt0109279/?ref_=fn_al_tt_1,Adventure|Children's
390,Fear of a Black Hat (1993),1-Jan-93,https://www.imdb.com//title/tt0106880/?ref_=fn_al_tt_1,Comedy
391,Last Action Hero (1993),1-Jan-93,https://www.imdb.com//title/tt0107362/?ref_=fn_al_tt_1,Action|Comedy
392,"Man Without a Face, The (1993)",1-Jan-93,https://www.imdb.com//title/tt0107501/?ref_=fn_al_tt_1,Drama
393,Mrs. Doubtfire (1993),1-Jan-93,https://www.imdb.com//title/tt0107614/?ref_=fn_al_tt_1,Comedy
394,Radioland Murders (1994),1-Jan-94,https://www.imdb.com//title/tt0110939/?ref_=fn_al_tt_1,Comedy|Mystery|Romance
395,Robin Hood: Men in Tights (1993),1-Jan-93,https://www.imdb.com//title/tt0107977/?ref_=fn_al_tt_1,Comedy
396,Serial Mom (1994),1-Jan-94,https://www.imdb.com//title/tt0111127/?ref_=fn_al_tt_1,Comedy|Crime|Horror
397,Striking Distance (1993),1-Jan-93,https://www.imdb.com//title/tt0108238/?ref_=fn_al_tt_1,Action
398,Super Mario Bros. (1993),1-Jan-93,https://www.imdb.com//title/tt0108255/?ref_=fn_al_tt_1,Action|Adventure|Children's|Sci-Fi
399,"Three Musketeers, The (1993)",1-Jan-93,https://www.imdb.com//title/tt0108333/?ref_=fn_al_tt_1,Action|Adventure|Comedy
400,"Little Rascals, The (1994)",1-Jan-94,https://www.imdb.com//title/tt0110366/?ref_=fn_al_tt_1,Children's|Comedy
401,"Brady Bunch Movie, The (1995)",1-Jan-95,https://www.imdb.com//title/tt0112572/?ref_=fn_al_tt_1,Comedy
402,Ghost (1990),1-Jan-90,https://www.imdb.com//title/tt0099653/?ref_=fn_al_tt_1,Comedy|Romance|Thriller
403,Batman (1989),1-Jan-89,https://www.imdb.com//title/tt0096895/?ref_=fn_al_tt_1,Action|Adventure|Crime|Drama
404,Pinocchio (1940),1-Jan-40,https://www.imdb.com//title/tt0032910/?ref_=fn_al_tt_1,Animation|Children's
405,Mission: Impossible (1996),22-May-96,https://www.imdb.com//title/tt0117060/?ref_=fn_al_tt_1,Action|Adventure|Mystery
406,Thinner (1996),25-Oct-96,https://www.imdb.com//title/tt0117894/?ref_=fn_al_tt_1,Horror|Thriller
407,Spy Hard (1996),24-May-96,https://www.imdb.com//title/tt0117723/?ref_=fn_al_tt_1,Comedy
408,"Close Shave, A (1995)",28-Apr-96,https://www.imdb.com//title/tt0112691/?ref_=fn_al_tt_1,Animation|Comedy|Thriller
409,Jack (1996),7-Aug-96,https://www.imdb.com//title/tt0116669/?ref_=fn_al_tt_1,Comedy|Drama
410,Kingpin (1996),12-Jul-96,https://www.imdb.com//title/tt0116778/?ref_=fn_al_tt_1,Comedy
411,"Nutty Professor, The (1996)",28-Jun-96,https://www.imdb.com//title/tt0117218/?ref_=fn_al_tt_1,Comedy|Fantasy|Romance|Sci-Fi
412,"Very Brady Sequel, A (1996)",23-Aug-96,https://www.imdb.com//title/tt0118073/?ref_=fn_al_tt_1,Comedy
413,Tales from the Crypt Presents: Bordello of Blood (1996),19-Jul-96,https://www.imdb.com//title/tt0117826/?ref_=fn_al_tt_1,Horror
414,My Favorite Year (1982),1-Jan-82,https://www.imdb.com//title/tt0084370/?ref_=fn_al_tt_1,Comedy
415,"Apple Dumpling Gang, The (1975)",1-Jan-75,https://www.imdb.com//title/tt0072653/?ref_=fn_al_tt_1,Children's|Comedy
416,Old Yeller (1957),1-Jan-57,https://www.imdb.com//title/tt0050798/?ref_=fn_al_tt_1,Children's|Drama
417,"Parent Trap, The (1961)",1-Jan-61,https://www.imdb.com//title/tt0055277/?ref_=fn_al_tt_1,Children's|Drama
418,Cinderella (1950),1-Jan-50,https://www.imdb.com//title/tt0042332/?ref_=fn_al_tt_1,Animation|Children's|Musical
419,Mary Poppins (1964),1-Jan-64,https://www.imdb.com//title/tt0058331/?ref_=fn_al_tt_1,Children's|Comedy|Musical
420,Alice in Wonderland (1951),1-Jan-51,https://www.imdb.com//title/tt0043274/?ref_=fn_al_tt_1,Animation|Children's|Musical
421,William Shakespeare's Romeo and Juliet (1996),25-Oct-96,https://www.imdb.com//title/tt0117509/?ref_=fn_al_tt_1,Drama|Romance
422,Aladdin and the King of Thieves (1996),1-Jan-96,https://www.imdb.com//title/tt0115491/?ref_=fn_al_tt_1,Animation|Children's|Comedy
423,E.T. the Extra-Terrestrial (1982),1-Jan-82,https://www.imdb.com//title/tt0083866/?ref_=fn_al_tt_1,Children's|Drama|Fantasy|Sci-Fi
424,Children of the Corn: The Gathering (1996),1-Jan-96,https://www.imdb.com//title/tt0115885/?ref_=fn_al_tt_1,Horror
425,Bob Roberts (1992),1-Jan-92,https://www.imdb.com//title/tt0103850/?ref_=fn_al_tt_1,Comedy
426,"Transformers: The Movie, The (1986)",1-Jan-86,https://www.imdb.com//title/tt0092106/?ref_=fn_al_tt_1,Action|Animation|Children's|Sci-Fi|Thriller|War
427,To Kill a Mockingbird (1962),1-Jan-62,https://www.imdb.com//title/tt0056592/?ref_=fn_al_tt_1,Drama
428,Harold and Maude (1971),1-Jan-71,https://www.imdb.com//title/tt0067185/?ref_=fn_al_tt_1,Comedy
429,"Day the Earth Stood Still, The (1951)",1-Jan-51,https://www.imdb.com//title/tt0043456/?ref_=fn_al_tt_1,Drama|Sci-Fi
430,Duck Soup (1933),1-Jan-33,https://www.imdb.com//title/tt0023969/?ref_=fn_al_tt_1,Comedy|War
431,Highlander (1986),1-Jan-86,https://www.imdb.com//title/tt0091203/?ref_=fn_al_tt_1,Action|Adventure
